address,max_floor_lvl,year_completed,residential,commercial,market_hawker,multistorey_carpark,precinct_pavilion,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental,postal,Latitude,Longitude,planning_area,Mall_Nearest_Distance,Mall_Within_500m,Mall_Within_1km,Mall_Within_2km,Hawker_Nearest_Distance,Hawker_Within_500m,Hawker_Within_1km,Hawker_Within_2km,hawker_food_stalls,hawker_market_stalls
"128, LOR 1 TOA PAYOH",16,1969,Y,Y,N,N,N,200,0,0,200,0,0,0,0,0,0,0,0,0,311128,1.338216538,103.8440641,Toa Payoh,746.2123406,,1,5,80.75982684,1,3,8,40,108
"85A, LOR 4 TOA PAYOH",22,1971,Y,Y,N,N,N,151,0,0,145,0,6,0,0,0,0,0,0,0,311085,1.336284836,103.8494058,Toa Payoh,521.8495192,,1,6,250.0385379,3,6,8,28,32
"177, TOA PAYOH CTRL",4,1971,Y,Y,N,N,N,82,0,0,65,17,0,0,0,0,0,0,0,0,310177,1.333900341,103.8488548,Toa Payoh,273.7790384,1,2,7,365.2997776,1,6,9,10,80
"143, POTONG PASIR AVE 2",17,1983,Y,Y,N,N,N,156,0,0,80,68,8,0,0,0,0,0,0,0,350143,1.332907621,103.8661688,Toa Payoh,276.6511375,1,1,1,1047.026856,,,9,61,59
"228, LOR 8 TOA PAYOH",16,1975,Y,N,N,N,N,150,0,0,0,150,0,0,0,0,0,0,0,0,310228,1.3391488,103.8587797,Toa Payoh,1350.190008,,,5,467.4960345,2,4,8,61,59
"214, LOR 8 TOA PAYOH",18,1975,Y,N,N,N,N,170,0,0,0,170,0,0,0,0,0,0,0,0,310214,1.341833707,103.8543707,Toa Payoh,1134.577921,,,4,166.5792555,1,5,6,80,77
"113, POTONG PASIR AVE 1",13,1984,Y,Y,N,N,N,160,0,0,92,68,0,0,0,0,0,0,0,0,350113,1.336055939,103.8635995,Toa Payoh,724.1514623,,1,3,732.3245065,,1,9,61,59
"79E, TOA PAYOH CTRL",40,2007,Y,Y,N,N,N,308,0,0,0,308,0,0,0,0,0,0,0,0,315079,1.334727136,103.849823,Toa Payoh,414.9204246,1,2,6,249.0584315,3,6,8,10,80
"145, POTONG PASIR AVE 2",17,1984,Y,N,N,N,N,156,0,0,80,68,8,0,0,0,0,0,0,0,350145,1.332373178,103.8661652,Toa Payoh,243.3809884,1,1,1,1063.052634,,,9,61,59
"152, LOR 2 TOA PAYOH",40,2005,Y,N,N,N,N,229,0,0,0,156,73,0,0,0,0,0,0,0,310152,1.334167085,103.8458911,Toa Payoh,255.5888049,1,3,7,458.2817293,1,4,8,40,108
"11, JOO SENG RD",20,1982,Y,N,N,N,N,76,0,0,0,0,76,0,0,0,0,0,0,0,360011,1.33500895,103.8807063,Toa Payoh,1464.066178,,,2,1045.545685,,,6,106,0
"255, KIM KEAT AVE",9,1988,Y,N,N,N,N,56,0,0,0,28,28,0,0,0,0,0,0,0,310255,1.331659373,103.8577615,Toa Payoh,1148.626781,,,5,408.902352,1,5,11,61,59
"248, KIM KEAT LINK",13,1988,Y,N,N,N,N,120,0,0,0,88,32,0,0,0,0,0,0,0,310248,1.331367167,103.8558794,Toa Payoh,983.7240691,,1,6,453.3313842,1,5,11,61,59
"129, MARSILING RISE",10,1983,Y,N,N,N,N,100,0,0,74,0,26,0,0,0,0,0,0,0,730129,1.437811367,103.778702,Woodlands,489.3593437,1,3,4,489.8721035,1,2,2,70,0
"22, MARSILING DR",13,1976,Y,N,N,N,N,191,0,0,166,24,1,0,0,0,0,0,0,0,730022,1.441897301,103.7743738,Woodlands,1103.238451,,,3,395.8455098,1,1,2,52,112
"204, MARSILING DR",14,1980,Y,Y,N,N,N,252,0,0,218,26,2,6,0,0,0,0,0,0,730204,1.444215877,103.7740272,Woodlands,1343.828389,,,3,360.6039365,1,1,2,52,112
"310, WOODLANDS ST 31",12,1984,Y,N,N,N,N,110,0,0,66,44,0,0,0,0,0,0,0,0,730310,1.430103781,103.7759771,Woodlands,563.9766062,,1,3,577.3772051,,1,2,70,0
"23, MARSILING DR",13,1976,Y,Y,N,N,N,190,0,0,164,24,0,2,0,0,0,0,0,0,730023,1.441539758,103.7732999,Woodlands,1141.310394,,,3,517.3007725,,1,2,52,112
"201, MARSILING DR",14,1980,Y,N,N,N,N,104,0,0,0,104,0,0,0,0,0,0,0,0,730201,1.442700229,103.7754365,Woodlands,1123.479443,,,3,248.0110994,1,1,2,52,112
"429, WOODLANDS ST 41",12,1985,Y,Y,N,N,N,136,0,0,0,136,0,0,0,0,0,0,0,0,730429,1.426616849,103.7729486,Woodlands,1074.131284,,,3,1087.064704,,,2,70,0
"575, WOODLANDS DR 16",12,1999,Y,N,N,N,N,136,0,0,0,136,0,0,0,0,0,0,0,0,730575,1.431187204,103.7972377,Woodlands,692.0071757,,1,6,1061.552105,,,2,43,0
"831, WOODLANDS ST 83",10,1987,Y,N,N,N,N,72,0,0,0,18,54,0,0,0,0,0,0,0,730831,1.439357385,103.7914567,Woodlands,492.5434994,1,3,6,1035.960455,,,3,43,0
"5A, MARSILING DR",14,2000,Y,N,N,N,N,161,0,0,0,102,59,0,0,0,0,0,0,0,732005,1.440084796,103.7752007,Woodlands,885.4889514,,1,3,488.8491829,1,2,2,52,112
"845, WOODLANDS ST 82",12,1985,Y,N,N,N,N,136,0,0,0,136,0,0,0,0,0,0,0,0,730845,1.442754559,103.7925321,Woodlands,693.4837062,,2,6,958.2458059,,1,3,43,0
"853, WOODLANDS ST 83",12,1985,Y,Y,N,N,N,110,0,0,0,110,0,0,0,0,0,0,0,0,730853,1.439424025,103.7931011,Woodlands,351.6333873,1,4,6,853.0039702,,1,3,43,0
"132, MARSILING RISE",4,1984,Y,Y,N,N,N,20,0,0,16,4,0,0,0,0,0,0,0,0,730132,1.438281898,103.7780258,Woodlands,561.0757625,,2,4,563.2082756,,2,2,70,0
"751, WOODLANDS CIRCLE",12,1996,Y,N,N,N,N,115,0,0,0,71,44,0,0,0,0,0,0,0,730751,1.445090029,103.7941989,Woodlands,445.3565769,1,2,5,911.7018954,,1,2,43,0
"577, WOODLANDS DR 16",12,1999,Y,N,N,N,N,88,0,0,0,88,0,0,0,0,0,0,0,0,730577,1.430961964,103.7965447,Woodlands,696.2355252,,1,6,1114.75847,,,2,43,0
"786E, WOODLANDS DR 60",13,1996,Y,N,N,N,N,132,0,0,0,132,0,0,0,0,0,0,0,0,735786,1.447081041,103.8005638,Woodlands,310.7020382,1,2,3,770.0632625,,1,1,43,0
"737, WOODLANDS CIRCLE",12,1996,Y,N,N,N,N,103,0,0,0,103,0,0,0,0,0,0,0,0,730737,1.443678363,103.7968229,Woodlands,263.9024704,1,3,5,586.8878126,,1,1,43,0
"173, WOODLANDS ST 13",10,1984,Y,Y,N,N,N,129,0,0,0,54,74,1,0,0,0,0,0,0,730173,1.432967231,103.7778075,Woodlands,224.0905106,1,2,4,239.3710973,1,1,2,70,0
"775, WOODLANDS CRES",14,1996,Y,N,N,N,N,119,0,0,0,119,0,0,0,0,0,0,0,0,730775,1.448515378,103.7998837,Woodlands,370.4502068,1,1,3,933.2502451,,1,1,43,0
"436, WOODLANDS ST 41",12,1985,Y,Y,N,N,N,136,0,0,0,136,0,0,0,0,0,0,0,0,730436,1.426616248,103.7748723,Woodlands,935.8239963,,1,3,947.2745725,,1,2,70,0
"873, WOODLANDS ST 81",12,1994,Y,N,N,N,N,102,0,0,0,80,22,0,0,0,0,0,0,0,730873,1.443295229,103.7897468,Woodlands,898.8450926,,4,6,1272.253494,,,3,43,0
"761, WOODLANDS AVE 6",12,1996,Y,N,N,N,N,99,0,0,0,55,44,0,0,0,0,0,0,0,730761,1.446575658,103.7968617,Woodlands,177.4072751,1,2,5,833.9729549,,1,1,43,0
"703, WOODLANDS DR 40",12,1995,Y,N,N,N,N,110,0,0,0,78,32,0,0,0,0,0,0,0,730703,1.440956563,103.7965766,Woodlands,446.6392782,1,3,5,471.9420591,1,1,1,43,0
"843, WOODLANDS ST 82",12,1985,Y,N,N,N,N,136,0,0,0,136,0,0,0,0,0,0,0,0,730843,1.44314929,103.7930551,Woodlands,631.9448299,,2,6,917.9911796,,1,3,43,0
"701, WOODLANDS DR 40",12,1995,Y,N,N,N,N,110,0,0,0,64,46,0,0,0,0,0,0,0,731701,1.441106246,103.7959881,Woodlands,446.4289318,1,3,6,539.4181608,,1,2,43,0
"619, WOODLANDS DR 52",12,1997,Y,N,N,N,N,146,0,0,0,146,0,0,0,0,0,0,0,0,730619,1.433436771,103.7980554,Woodlands,511.4054558,,2,5,796.7915754,,1,1,43,0
"704, WOODLANDS DR 40",12,1995,Y,N,N,N,N,88,0,0,0,46,42,0,0,0,0,0,0,0,730704,1.440580613,103.796236,Woodlands,395.7556309,1,3,6,503.2643687,,1,2,43,0
"710, WOODLANDS DR 70",12,1995,Y,Y,N,N,N,101,0,0,0,69,32,0,0,0,0,0,0,0,730710,1.440776769,103.7974203,Woodlands,467.7223344,1,3,5,375.9770545,1,1,1,43,0
"552, WOODLANDS DR 44",12,1998,Y,N,N,N,N,110,0,0,0,44,66,0,0,0,0,0,0,0,731552,1.432452164,103.7954584,Woodlands,517.6492674,,1,6,1031.264844,,,2,43,0
"896B, WOODLANDS DR 50",11,1995,Y,N,N,N,N,90,0,0,0,60,30,0,0,0,0,0,0,0,731896,1.436924425,103.7925688,Woodlands,303.673167,1,3,6,975.010897,,1,3,43,0
"428, WOODLANDS ST 41",12,1985,Y,N,N,N,N,114,0,0,0,114,0,0,0,0,0,0,0,0,730428,1.426982924,103.7725785,Woodlands,1075.956725,,,3,1089.307619,,,2,70,0
"723, WOODLANDS AVE 6",12,1996,Y,N,N,N,N,88,0,0,0,44,44,0,0,0,0,0,0,0,730723,1.445372524,103.7989678,Woodlands,94.66901796,1,3,5,613.2946683,,1,1,43,0
"605, WOODLANDS DR 42",12,1995,Y,Y,N,N,N,88,0,0,0,88,0,0,0,0,0,0,0,0,731605,1.438012425,103.7970843,Woodlands,222.2278101,1,3,6,468.3066737,1,1,2,43,0
"681B, WOODLANDS DR 62",14,1998,Y,N,N,N,N,88,0,0,0,52,18,18,0,0,0,0,0,0,732681,1.439324705,103.8033241,Woodlands,138.0831252,1,3,5,301.2160009,1,1,1,43,0
"851, WOODLANDS ST 83",11,1995,Y,Y,N,N,N,100,0,0,0,50,50,0,0,0,0,0,0,0,730851,1.44046012,103.7926756,Woodlands,469.2443169,1,4,6,897.6795604,,1,3,43,0
"896A, WOODLANDS DR 50",11,1995,Y,N,N,N,N,115,0,0,0,55,60,0,0,0,0,0,0,0,730896,1.436467556,103.7930726,Woodlands,257.4109107,1,3,6,943.4674932,,1,3,43,0
"681A, WOODLANDS DR 62",14,1998,Y,N,N,N,N,88,0,0,0,52,18,18,0,0,0,0,0,0,731681,1.439533541,103.8037973,Woodlands,186.8011198,1,3,5,346.8811227,1,1,1,43,0
"354, WOODLANDS AVE 1",12,1996,Y,N,N,N,N,79,0,0,0,46,33,0,0,0,0,0,0,0,731354,1.432849237,103.7850652,Woodlands,312.0137684,2,3,4,582.0010372,,1,3,70,0
"355, WOODLANDS AVE 1",12,1996,Y,Y,N,N,N,88,0,0,0,55,33,0,0,0,0,0,0,0,730355,1.432846021,103.7845506,Woodlands,351.0705513,2,3,4,525.339763,,1,3,70,0
"525, WOODLANDS DR 14",12,1998,Y,N,N,N,N,123,0,0,0,70,45,8,0,0,0,0,0,0,730525,1.432322781,103.79325,Woodlands,578.0563322,,3,6,1198.746009,,,2,43,0
"557, WOODLANDS DR 53",12,1998,Y,N,N,N,N,110,0,0,0,44,66,0,0,0,0,0,0,0,730557,1.432721939,103.7968464,Woodlands,517.3386774,,2,6,925.3511276,,1,2,43,0
"11, MARSILING DR",22,1975,Y,N,N,N,N,84,0,0,0,0,84,0,0,0,0,0,0,0,730011,1.440393999,103.7779423,Woodlands,786.9728023,,1,4,404.8155005,1,2,2,52,112
"611, WOODLANDS RING RD",12,1997,Y,N,N,N,N,110,0,0,0,55,55,0,0,0,0,0,0,0,730611,1.435426092,103.7969988,Woodlands,267.7430699,1,2,6,664.9440569,,1,2,43,0
"162, WOODLANDS ST 13",10,1984,Y,Y,N,N,N,108,0,0,0,20,88,0,0,0,0,0,0,0,730162,1.433028868,103.7731341,Woodlands,737.845567,,1,3,752.9772309,,1,2,70,0
"168, WOODLANDS ST 11",10,1984,Y,Y,N,N,N,130,0,0,0,56,74,0,0,0,0,0,0,0,730168,1.432959349,103.7767377,Woodlands,340.419164,1,1,3,355.7054392,1,1,2,70,0
"551, WOODLANDS DR 44",12,1998,Y,N,N,N,N,121,0,0,0,55,66,0,0,0,0,0,0,0,730551,1.433148912,103.7952096,Woodlands,440.3573168,1,2,6,985.9503749,,1,2,43,0
"786C, WOODLANDS DR 60",13,1996,Y,N,N,N,N,147,0,0,0,75,72,0,0,0,0,0,0,0,733786,1.445818677,103.8010689,Woodlands,324.0098642,1,2,5,631.3360988,,1,1,43,0
"504, WOODLANDS DR 14",11,1997,Y,N,N,N,N,89,0,0,0,29,60,0,0,0,0,0,0,0,730504,1.432982423,103.7910633,Woodlands,523.7832814,,3,6,1245.963923,,,3,70,0
"689C, WOODLANDS DR 75",16,2002,Y,N,N,N,N,77,0,0,0,32,45,0,0,0,0,0,0,0,733689,1.444812046,103.8084061,Woodlands,903.9453081,,1,5,999.0252707,,1,1,43,0
"606, WOODLANDS RING RD",12,1997,Y,N,N,N,N,91,0,0,0,36,55,0,0,0,0,0,0,0,730606,1.436725763,103.7971476,Woodlands,211.5228813,1,3,6,547.8676883,,1,2,43,0
"506, WOODLANDS DR 14",11,1997,Y,N,N,N,N,79,0,0,0,20,59,0,0,0,0,0,0,0,730506,1.432441704,103.7908638,Woodlands,533.6212064,,3,6,1228.271478,,,3,70,0
"538, WOODLANDS DR 16",11,1998,Y,N,N,N,N,100,0,0,0,40,60,0,0,0,0,0,0,0,730538,1.429430697,103.7921472,Woodlands,857.9192962,,2,6,1438.788709,,,2,70,0
"624B, WOODLANDS DR 52",12,1998,Y,N,N,N,N,99,0,0,0,44,55,0,0,0,0,0,0,0,732624,1.43477317,103.7999448,Woodlands,579.9052207,,2,5,597.6202033,,1,1,43,0
"738, WOODLANDS CIRCLE",12,1996,Y,Y,N,N,N,99,0,0,0,55,44,0,0,0,0,0,0,0,730738,1.444046578,103.7974897,Woodlands,192.2335718,1,3,5,564.8360932,,1,1,43,0
"543, WOODLANDS DR 16",12,1998,Y,N,N,N,N,134,0,0,0,46,88,0,0,0,0,0,0,0,730543,1.428314925,103.7937345,Woodlands,990.0333545,,1,6,1520.051755,,,2,43,0
"689D, WOODLANDS DR 75",16,2002,Y,N,N,N,N,92,0,0,0,47,45,0,0,0,0,0,0,0,734689,1.444285016,103.8087419,Woodlands,898.5700434,,1,5,1003.077083,,,1,43,0
"881, WOODLANDS ST 82",12,1994,Y,N,N,N,N,77,0,0,0,11,66,0,0,0,0,0,0,0,730881,1.444491679,103.7919669,Woodlands,701.20403,,2,6,1088.979002,,,3,43,0
"859, WOODLANDS ST 83",11,1994,Y,Y,N,N,N,70,0,0,0,30,40,0,0,0,0,0,0,0,731859,1.439763877,103.7945284,Woodlands,303.2637899,1,3,6,691.8141574,,1,3,43,0
"824, WOODLANDS ST 81",10,1986,Y,Y,N,N,N,112,0,0,0,66,46,0,0,0,0,0,0,0,731824,1.43942947,103.7891403,Woodlands,507.7530448,,3,6,1218.781704,,,3,70,0
"862, WOODLANDS ST 83",11,1994,Y,N,N,N,N,60,0,0,0,0,60,0,0,0,0,0,0,0,730862,1.439955084,103.7950489,Woodlands,313.475046,1,3,6,633.0347143,,1,2,43,0
"894D, WOODLANDS DR 50",11,1995,Y,N,N,N,N,102,0,0,0,62,40,0,0,0,0,0,0,0,733894,1.4356383,103.7894593,Woodlands,300.2794007,2,3,6,1090.808692,,,3,70,0
"687A, WOODLANDS DR 75",14,2001,Y,N,N,N,N,161,0,0,0,0,161,0,0,0,0,0,0,0,731687,1.441004308,103.8072233,Woodlands,587.6515614,,1,5,728.653288,,1,1,43,0
"517, WOODLANDS DR 14",12,1999,Y,N,N,N,N,108,0,0,0,46,51,11,0,0,0,0,0,0,731517,1.434151094,103.7915085,Woodlands,530.3600619,,3,6,1220.541961,,,3,43,0
"895C, WOODLANDS DR 50",11,1995,Y,N,N,N,N,104,0,0,0,44,60,0,0,0,0,0,0,0,732895,1.43566901,103.7926048,Woodlands,339.7125197,1,3,6,1029.914216,,,3,43,0
"523, WOODLANDS DR 14",12,1998,Y,N,N,N,N,123,0,0,0,70,45,8,0,0,0,0,0,0,730523,1.433235129,103.7939883,Woodlands,454.4360404,1,3,6,1069.162547,,,2,43,0
"515, WOODLANDS DR 14",12,1998,Y,N,N,N,N,138,0,0,0,58,58,22,0,0,0,0,0,0,730515,1.434686375,103.7904532,Woodlands,405.5727631,1,3,6,1183.299215,,,3,70,0
"370, WOODLANDS AVE 1",12,1995,Y,N,N,N,N,88,0,0,0,22,66,0,0,0,0,0,0,0,730370,1.432542705,103.7873877,Woodlands,283.653651,2,3,6,842.6730142,,1,3,70,0
"581, WOODLANDS DR 16",12,1999,Y,N,N,N,N,88,0,0,0,0,0,88,0,0,0,0,0,0,730581,1.4298903,103.7964039,Woodlands,810.1292085,,1,6,1229.454194,,,2,43,0
"356, WOODLANDS AVE 5",12,1995,Y,N,N,N,N,56,0,0,0,0,0,56,0,0,0,0,0,0,730356,1.433275633,103.7849719,Woodlands,284.3560587,2,3,4,567.3110975,,1,3,70,0
"532, WOODLANDS DR 14",12,1997,Y,N,N,N,N,66,0,0,0,35,21,10,0,0,0,0,0,0,730532,1.430800055,103.7923732,Woodlands,771.5848191,,3,6,1388.422753,,,2,43,0
"304, WOODLANDS ST 31",4,1988,Y,Y,N,N,N,27,0,0,0,0,9,18,0,0,0,0,0,0,730304,1.42989256,103.7738539,Woodlands,768.3096255,,1,3,782.8180041,,1,2,70,0
"788D, WOODLANDS CRES",13,1997,Y,N,N,N,N,72,0,0,0,0,0,72,0,0,0,0,0,0,734788,1.443915819,103.8025543,Woodlands,476.0564326,1,2,4,466.1007262,1,1,1,43,0
"658, WOODLANDS RING RD",12,1997,Y,N,N,N,N,73,0,0,0,0,0,73,0,0,0,0,0,0,730658,1.436641713,103.7996016,Woodlands,433.6131039,2,2,5,404.6600341,1,1,1,43,0
"328, WOODLANDS ST 32",13,1985,Y,Y,N,N,N,60,0,0,0,0,12,48,0,0,0,0,0,0,730328,1.430057496,103.7794398,Woodlands,383.5663811,1,3,4,388.5243686,1,1,2,70,0
"847, WOODLANDS ST 82",12,1985,Y,N,N,N,N,74,0,0,6,6,0,62,0,0,0,0,0,0,730847,1.44215341,103.7917334,Woodlands,681.9970367,,4,6,1026.686459,,,3,43,0
"403, WOODLANDS ST 41",12,1985,Y,N,N,N,N,62,0,0,6,4,10,42,0,0,0,0,0,0,730403,1.430708471,103.7722614,Woodlands,888.8559644,,1,3,904.0192925,,1,2,70,0
"107, YISHUN RING RD",11,1981,Y,N,N,N,N,337,0,0,240,94,1,2,0,0,0,0,0,0,761107,1.432294917,103.827952,Yishun,916.8594785,,1,4,71.67045166,1,1,1,56,123
"712, YISHUN AVE 5",12,1983,Y,Y,N,N,N,153,0,0,130,22,0,1,0,0,0,0,0,0,760712,1.42785215,103.8277813,Yishun,912.8690785,,1,4,422.0732464,1,1,2,56,123
"284, YISHUN AVE 6",12,1984,Y,N,N,N,N,110,0,0,66,44,0,0,0,0,0,0,0,0,760284,1.439698597,103.8388285,Yishun,799.1165949,,1,3,1491.131014,,,2,56,123
"274, YISHUN ST 22",12,1985,Y,Y,N,N,N,132,0,0,66,66,0,0,0,0,0,0,0,0,760274,1.437458666,103.8390399,Yishun,566.4009108,,2,3,1378.868456,,,2,56,123
"108, YISHUN RING RD",9,1981,Y,N,N,N,N,208,0,0,137,32,0,0,0,0,16,16,7,0,760108,1.432323551,103.829072,Yishun,800.5843053,,1,3,133.4531155,1,1,2,56,123
"363, YISHUN RING RD",12,1987,Y,N,N,N,N,110,0,0,66,44,0,0,0,0,0,0,0,0,760363,1.428904967,103.8452061,Yishun,607.638459,,1,3,442.2750043,1,1,2,45,0
"264, YISHUN ST 22",12,1985,Y,N,N,N,N,110,0,0,66,44,0,0,0,0,0,0,0,0,760264,1.435874166,103.8385037,Yishun,466.4323234,1,2,4,1251.044157,,,2,56,123
"354, YISHUN RING RD",12,1987,Y,N,N,N,N,110,0,0,66,44,0,0,0,0,0,0,0,0,760354,1.425785973,103.8452281,Yishun,897.1677449,,2,3,100.2543272,1,1,1,45,0
"103, YISHUN RING RD",4,1984,Y,Y,N,N,N,64,0,0,60,4,0,0,0,0,0,0,0,0,760103,1.43136935,103.8288928,Yishun,788.0174424,,1,3,96.80166009,1,1,2,56,123
"141, YISHUN RING RD",12,1984,Y,N,N,N,N,109,0,0,63,44,1,0,0,0,0,0,1,0,760141,1.430897002,103.8300008,Yishun,656.2692916,,1,4,230.593928,1,1,2,56,123
"142, YISHUN RING RD",12,1984,Y,N,N,N,N,110,0,0,66,44,0,0,0,0,0,0,0,0,760142,1.430777635,103.8306257,Yishun,585.4956525,,1,4,300.4419336,1,1,2,56,123
"320, YISHUN CTRL",12,1986,Y,N,N,N,N,132,0,0,66,66,0,0,0,0,0,0,0,0,760320,1.429443111,103.8414074,Yishun,397.4225045,1,2,3,640.5238495,,1,2,45,0
"113, YISHUN RING RD",9,1985,Y,N,N,N,N,111,0,0,62,48,1,0,0,0,0,0,0,0,760113,1.435135802,103.8288732,Yishun,868.2950306,,2,4,394.765622,1,1,1,56,123
"617, YISHUN RING RD",11,1986,Y,N,N,N,N,100,0,0,60,40,0,0,0,0,0,0,0,0,760617,1.41930445,103.8353287,Yishun,673.1070264,,1,3,1241.282594,,,2,45,0
"236, YISHUN RING RD",10,1984,Y,Y,N,N,N,84,0,0,39,32,13,0,0,0,0,0,0,0,760236,1.43416808,103.8389989,Yishun,315.6292532,1,2,4,1221.708666,,,2,45,0
"777, YISHUN AVE 2",4,1985,Y,N,N,N,N,28,0,0,28,0,0,0,0,0,0,0,0,0,760777,1.422010011,103.8343331,Yishun,865.1945284,,2,3,1228.78793,,,2,45,0
"861, YISHUN AVE 4",12,1986,Y,N,N,N,N,110,0,0,66,44,0,0,0,0,0,0,0,0,760861,1.417426191,103.8395642,Yishun,196.5953917,1,1,3,1024.614136,,,1,45,0
"208, YISHUN ST 21",12,1984,Y,Y,N,N,N,110,0,0,66,44,0,0,0,0,0,0,0,0,760208,1.431020129,103.8376196,Yishun,251.847118,2,2,4,1062.752289,,,2,45,0
"234, YISHUN ST 21",12,1984,Y,N,N,N,N,117,0,0,53,45,19,0,0,0,0,0,0,0,760234,1.434353515,103.8379195,Yishun,434.9546035,1,2,4,1135.729788,,,2,56,123
"703, YISHUN AVE 5",12,1983,Y,Y,N,N,N,173,0,0,148,22,1,2,0,0,0,0,0,0,760703,1.429584898,103.8288511,Yishun,770.7959668,,1,4,245.1007155,1,1,2,56,123
"115, YISHUN RING RD",9,1982,Y,N,N,N,N,143,0,0,94,48,0,1,0,0,0,0,0,0,760115,1.434564845,103.8279737,Yishun,878.4673991,,1,4,321.6055727,1,1,1,56,123
"741, YISHUN AVE 5",12,1984,Y,N,N,N,N,150,0,0,124,22,2,2,0,0,0,0,0,0,760741,1.430100193,103.8331176,Yishun,299.211252,1,2,4,587.3709151,,1,2,56,123
"217, YISHUN ST 21",12,1984,Y,N,N,N,N,110,0,0,66,44,0,0,0,0,0,0,0,0,760217,1.432622684,103.8363187,Yishun,328.9247986,1,2,4,923.9558573,,1,2,56,123
"132, YISHUN ST 11",12,1984,Y,N,N,N,N,132,0,0,66,66,0,0,0,0,0,0,0,0,760132,1.432778464,103.831224,Yishun,610.4553275,,1,4,372.0485803,1,1,2,56,123
"435, YISHUN AVE 6",12,1987,Y,N,N,N,N,110,0,0,0,110,0,0,0,0,0,0,0,0,760435,1.421332274,103.847281,Yishun,767.0111961,,1,3,470.6175149,1,1,1,45,0
"423, YISHUN AVE 11",12,1987,Y,N,N,N,N,110,0,0,0,110,0,0,0,0,0,0,0,0,760423,1.422842965,103.8483138,Yishun,952.4569401,,1,3,434.6785888,1,1,1,45,0
"771, YISHUN AVE 3",12,1985,Y,Y,N,N,N,110,0,0,0,110,0,0,0,0,0,0,0,0,761771,1.424026839,103.8331903,Yishun,690.0286012,,1,3,1018.093502,,,2,56,123
"289, YISHUN AVE 6",12,1985,Y,N,N,N,N,136,0,0,0,78,58,0,0,0,0,0,0,0,760289,1.440524493,103.8390055,Yishun,877.3833182,,1,3,1562.608879,,,2,56,123
"246, YISHUN AVE 9",11,1984,Y,N,N,N,N,100,0,0,0,100,0,0,0,0,0,0,0,0,760246,1.435090858,103.842691,Yishun,257.9696805,1,2,3,1154.395931,,,2,45,0
"639, YISHUN ST 61",12,1986,Y,N,N,N,N,110,0,0,0,110,0,0,0,0,0,0,0,0,760639,1.420560238,103.8384492,Yishun,420.007453,1,1,3,872.6964606,,1,2,45,0
"634, YISHUN ST 61",12,1986,Y,N,N,N,N,110,0,0,0,110,0,0,0,0,0,0,0,0,760634,1.418930263,103.8391001,Yishun,259.0811943,1,1,3,931.2698894,,1,2,45,0
"276, YISHUN ST 22",12,1984,Y,N,N,N,N,136,0,0,0,136,0,0,0,0,0,0,0,0,760276,1.437822876,103.837838,Yishun,675.2654448,,2,3,1282.9388,,,2,56,123
"602, YISHUN ST 61",9,1986,Y,N,N,N,N,100,0,0,0,60,40,0,0,0,0,0,0,0,760602,1.422547191,103.8363053,Yishun,744.3420351,,2,3,1001.415105,,,2,45,0
"609, YISHUN ST 61",12,1985,Y,N,N,N,N,132,0,0,0,132,0,0,0,0,0,0,0,0,760609,1.420989793,103.836353,Yishun,636.1602104,,2,3,1054.645601,,,2,45,0
"111, YISHUN RING RD",11,1981,Y,N,N,N,N,143,0,0,104,38,0,1,0,0,0,0,0,0,760111,1.43321264,103.8286175,Yishun,886.4006561,,1,4,182.3199238,1,1,1,56,123
"135, YISHUN ST 11",4,1985,Y,N,N,N,N,46,0,0,28,16,2,0,0,0,0,0,0,0,760135,1.432247782,103.8319118,Yishun,514.2300614,,1,4,432.3033181,1,1,2,56,123
"787, YISHUN RING RD",13,1987,Y,N,N,N,N,96,0,0,0,39,57,0,0,0,0,0,0,0,760787,1.421036139,103.8320626,Yishun,1043.20364,,,3,1255.685369,,,2,56,123
"409, YISHUN RING RD",12,1987,Y,N,N,N,N,110,0,0,66,44,0,0,0,0,0,0,0,0,760409,1.426203854,103.8472732,Yishun,984.1423421,,1,3,291.3480574,1,1,1,45,0
"765, YISHUN ST 72",12,1985,Y,N,N,N,N,114,0,0,0,114,0,0,0,0,0,0,0,0,760765,1.425023537,103.8339735,Yishun,554.5072727,,1,3,984.6623408,,1,2,56,123
"241, YISHUN RING RD",10,1984,Y,N,N,N,N,132,0,0,66,54,12,0,0,0,0,0,0,0,760241,1.432120156,103.8391231,Yishun,293.5866299,2,2,4,1030.543055,,,2,45,0
"323, YISHUN CTRL",12,1988,Y,N,N,N,N,88,0,0,0,48,40,0,0,0,0,0,0,0,760323,1.428179153,103.8412715,Yishun,537.8512947,,2,3,549.5624594,,1,2,45,0
"242, YISHUN RING RD",10,1984,Y,N,N,N,N,139,0,0,75,55,9,0,0,0,0,0,0,0,760242,1.432707915,103.8400524,Yishun,176.0000506,1,2,4,1022.480328,,,2,45,0
"362, YISHUN RING RD",12,1987,Y,N,N,N,N,110,0,0,66,44,0,0,0,0,0,0,0,0,760362,1.428508539,103.8448942,Yishun,620.085719,,1,3,397.9466063,1,1,2,45,0
